activitytype_from,activitytype_to,comment,prefixed_id,skos_uri,classification_from,classification_to
ai_2732,335920,many-to-one correspondence,46bbb4be-b759-4b57-9663-50b4000d9171,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2733,335930,one-to-one correspondence,e952949f-ce58-4e6b-9764-ad4986e371cb,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_2740,335110,one-to-many correspondence,01ccc040-8936-4ab4-a470-7259addfd546,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2740,335120,one-to-many correspondence,4a531a45-8aa2-4ff1-a189-04d6d0956d7d,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2750,335210,one-to-many correspondence,9b4d8851-f627-4fe4-bc3a-5641a1a89a5a,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2750,335220,one-to-many correspondence,e6fa2c54-7866-4f35-9916-ed19166791a7,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2790,339950,many-to-many correspondence,c9e5231f-e864-48d6-ba61-4e3e115f0fcc,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2790,335920,many-to-many correspondence,1ea0f919-bb20-457c-ba73-f01df3b13569,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2790,335991,one-to-many correspondence,afae1eb6-f60f-4356-8abf-0538391ef444,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2790,335999,one-to-many correspondence,8fd616f3-4981-41ad-a43e-17218f57618d,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2811,333611,many-to-many correspondence,05cf4d8f-d898-481e-ab2a-03edf731c064,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2811,333613,many-to-many correspondence,0856a0a4-ca92-49fc-a1d2-694a541bc662,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2811,333618,many-to-many correspondence,539afc0d-b2c6-4649-85c2-0cc36f82aa63,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2812,33291A,many-to-many correspondence,873b0600-a2ff-4fdc-9178-780082a43d40,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2812,332996,many-to-many correspondence,a13473a6-3170-45ce-9b39-e42fdbcddc9c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2812,33399B,one-to-many correspondence,4dc0b778-5aa1-48f8-b3c7-b4e714493ac5,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2813,332913,one-to-many correspondence,fb1b6fb3-564d-455c-aa27-db27eb27af70,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2813,33291A,many-to-many correspondence,db56b1f5-30bd-4fb9-8b5e-24fc53753004,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2813,332996,many-to-many correspondence,32e166d1-a7bd-4034-932c-05bd633e4303,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2813,333413,many-to-many correspondence,e0ee13e0-47a0-4628-b5c8-1d22e5e95dbc,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2813,333414,many-to-many correspondence,e09e4cd1-b976-476a-97fb-d35666884367,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2813,333914,many-to-many correspondence,7e2508ec-af29-45af-b1ed-d04f2f4877c7,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2813,333912,many-to-many correspondence,97c14fa6-97f2-4ae7-8886-c3059a3114ea,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2814,333611,many-to-many correspondence,db8a7d60-e0ba-4572-a4c2-04c7fb0c46df,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2814,333612,many-to-many correspondence,d6411dc4-5c93-4f0c-b36d-c462d51ad724,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2814,333613,many-to-many correspondence,c15eaeb6-2fde-4f7e-8937-82234087eb1f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2814,333618,many-to-many correspondence,4ed132ec-42b1-4d1a-bc13-297e8e6dd061,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2814,332991,one-to-many correspondence,c9318e5d-bb03-4152-9283-49219b2ee645,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2814,333612,many-to-many correspondence,e72a14b2-b88b-416b-8612-b5c935875b3f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2815,333994,one-to-one correspondence,441c0d52-e0f7-4fa6-b82f-a388f37967b1,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
A_HPUMP,333415,many-to-one correspondence,2018ad4c-754e-4d9b-bca2-6ae7d93814b1,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_EBOIL,333414,many-to-one correspondence,8481afa0-aec8-4bd7-87c7-e10cbc99a2e2,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2816,333914,many-to-many correspondence,96969c9b-01ca-4bf3-93c7-747302f961a3,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2816,333920,many-to-many correspondence,bfdf4ded-2cdf-4b34-b411-06251ea19402,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2816,33399A,many-to-many correspondence,79e5d098-4b65-49f3-a2e1-aafb0cf9be80,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2817,333314,one-to-many correspondence,5694347e-45af-420a-bbe3-a59c3a174555,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2817,333316,one-to-many correspondence,8f2558a8-e2f3-425e-86c2-334feabac4eb,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2817,333318,one-to-many correspondence,951cc54d-f8df-4e60-8f21-da0c811b5dc2,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2817,339940,one-to-many correspondence,0ceca801-df4a-4b76-b90d-1fa2ee4fe7fd,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2817,339990,many-to-many correspondence,de0675ba-a7c4-4b5d-9077-8a71277f4b8e,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2818,333991,one-to-one correspondence,d4f46948-6ad3-4916-9557-7c671c1a3bac,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_2819,333413,many-to-many correspondence,8f31b130-3968-4a77-a126-d65799ff80ad,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2819,333414,many-to-many correspondence,a4a3efa1-f55b-402f-afa4-d2065a6f5f03,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2819,333415,many-to-many correspondence,ec06c6af-c433-42e9-b0d5-957cf31cc06b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2819,333914,many-to-many correspondence,34eeb20f-c840-4983-ba3b-dd9ca589e100,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2819,333912,many-to-many correspondence,1267ebf4-3a42-489e-a393-15b4934317cb,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2819,333920,many-to-many correspondence,98598ad6-0851-4250-9edb-8edbfd5e1ad3,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2819,333611,many-to-many correspondence,ecca7987-8250-44a8-9a20-e29646c88fa5,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2819,33399A,many-to-many correspondence,79ed375a-c23e-4cde-bbea-c78f2e5d277a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2819,333993,one-to-many correspondence,154dddef-7711-4c21-b917-5c20c517777f,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2821,333111,one-to-many correspondence,72996543-7f72-47c3-bc0e-1424be8ecaef,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2821,333112,one-to-many correspondence,4387dab3-9566-4c2b-9386-3132d790a960,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2822,333517,one-to-many correspondence,0c4e7d40-1215-48ce-ac60-e71b8897c34d,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2822,333514,one-to-many correspondence,fe16a064-d5c7-483d-98cf-91f70ad0cd98,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2822,33351B,many-to-many correspondence,5ed9d0aa-408f-47e9-8cb6-bfc6f1d02688,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2823,333511,one-to-many correspondence,70f497f1-93a2-4813-ab7a-f8c231007359,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2823,33351B,many-to-many correspondence,d0312b77-521b-4ec0-bd6e-23df3d09a567,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2824,333120,one-to-many correspondence,e1c7a517-b42a-45ed-b0c8-11e6c9614aff,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2824,333130,one-to-many correspondence,aff14c70-0ec8-4bbc-aa3e-6fb020562c02,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2825,33329A,many-to-one correspondence,a5bbab77-f549-422c-9876-be15252332f5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2826,33329A,many-to-one correspondence,081c7a67-1c3f-4839-a354-9fd05d05f582,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2829,33329A,many-to-many correspondence,9c72d15d-8e3f-47cd-ae8c-6dba4421468e,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2829,333242,one-to-many correspondence,d21e963a-a9b2-4726-9135-b8782fd26954,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_auto,336111,one-to-many correspondence,30970400-7cf9-466c-b76e-1b3e00ec7cdb,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_auto,336112,one-to-many correspondence,d6bf288d-d037-4d64-a05f-15e9320e1814,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_bus,336120,many-to-one correspondence,75c20579-c242-45e2-911e-c03f9948fcfa,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_truck,336120,many-to-one correspondence,92cad367-bdcd-4dea-a6a6-ea5a88c9af8a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_MOTO,336999,many-to-one correspondence,638cdc99-4e55-447d-9c3c-b6c9e90da63f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_292,336211,one-to-many correspondence,65ba0d72-f12a-41b1-aa20-f6295be42c72,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_292,336212,one-to-many correspondence,722b64db-ebe2-4dc0-8449-56f78a487937,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_292,336213,one-to-many correspondence,86601d76-66d8-49c8-9472-533d4358b534,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_292,336214,one-to-many correspondence,ea136c7b-ddd0-4b6b-acf9-e892a36e7f3d,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_293,336310,one-to-many correspondence,20343d23-cf75-49ac-8c25-25918e43a2a3,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_293,336320,one-to-many correspondence,0596f7f0-b70a-466b-9c37-2fdb5bd3fe33,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_293,3363A0,one-to-many correspondence,36a0e7fd-d8ec-41ff-b44f-135839c8e8df,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_293,336350,one-to-many correspondence,ab4da9e7-65eb-4a63-9785-10cb96d068a0,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_293,336360,one-to-many correspondence,f5bdc40f-a6c8-4dbd-905f-6270dbef836e,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_293,336370,one-to-many correspondence,695e0b4b-47d7-4e27-98a4-299a8bf167ea,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_293,336390,one-to-many correspondence,408293ce-c9be-4c89-bfed-834ab41b6675,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3011,336611,one-to-one correspondence,19a25dd1-5c13-4692-bedf-8dc2b8789460,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_3012,336612,one-to-one correspondence,5156a3ce-ef34-43b5-a186-5dfd630b2d6b,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_3020,336500,one-to-one correspondence,960c3d93-af44-4875-8fa9-665cca847450,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_3030,336411,one-to-many correspondence,9291e196-7190-41c1-9660-a185989e5128,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3030,336412,one-to-many correspondence,06f68191-4e6f-457f-8a10-5f03c7e24105,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3030,336413,one-to-many correspondence,98ebfce7-1d1c-47ec-b7b3-2b9168c2ac93,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3030,336414,one-to-many correspondence,b7dadfbe-8668-4ff7-9d4c-3a3f9cdf546c,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3030,33641A,one-to-many correspondence,a457c648-fb5d-462d-9430-93230ee34a02,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3040,336992,one-to-one correspondence,71eaa2aa-1b35-4626-8a8f-02345a80aaaa,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_3091,336991,many-to-one correspondence,14d1a554-f176-4d0d-b88f-f5afe0ec98a3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3092,336991,many-to-one correspondence,e07fb9fe-b7ff-4a23-a63b-52acf6a8c957,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3099,336999,many-to-one correspondence,1912405f-e5cf-414f-8278-1901e1b3d17f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_310,337110,one-to-many correspondence,92fe58b2-008b-40fd-ad17-57ab21d24175,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_310,337121,one-to-many correspondence,c69dbcc4-d26f-4936-a3e1-0eabb07c1afe,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_310,337122,one-to-many correspondence,7bcb957a-c0bd-4a16-840c-3acfb675aaaa,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_310,33712N,one-to-many correspondence,ba9c5190-7fb5-48ca-887b-a8729654a42e,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_310,337127,one-to-many correspondence,74a01727-99bd-439f-9dcb-7771518ec97e,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_310,33721A,one-to-many correspondence,e4e7b21c-bca7-4dda-9ccb-b6bc0565302d,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_310,337215,one-to-many correspondence,c055dead-27ea-4a15-9c58-ca94131a0579,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_310,337900,one-to-many correspondence,9ff573b5-2426-4cd5-807f-14b1e55286b4,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3211,339910,one-to-one correspondence,b8284374-b987-42b3-80ce-bfcf9d97d09a,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_3212,339990,many-to-one correspondence,558a6955-84c8-4e82-b6e5-c774f91457bb,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3220,339990,many-to-one correspondence,779eab48-0323-4b4c-93ca-cdb1dce0e248,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3230,339920,one-to-one correspondence,e967a1c5-b932-4d3e-9e50-e2c4289539e1,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_3240,339930,one-to-one correspondence,5469bfda-c8f7-4426-aded-e580a4e44e49,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_3250,339112,one-to-many correspondence,e6337f26-ff6c-43d7-9fd5-67804f541f04,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3250,339113,one-to-many correspondence,e59aa752-1090-4899-961e-d0e3d12229be,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3250,339114,one-to-many correspondence,62686bf3-da7a-4edb-9c78-82993f30f0c4,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3250,339115,one-to-many correspondence,6b186ad0-d858-4403-b3c8-11c2e8d43a28,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3250,339116,one-to-many correspondence,1e221e75-7ce2-4b68-a19d-707ca39ff1b6,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3290,332600,many-to-many correspondence,3fa83f75-3535-458d-8462-f1ea11bb2187,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_3290,339950,many-to-many correspondence,25e462a3-2d47-4aa1-b75e-06fc150b5d6d,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_3290,339990,many-to-many correspondence,8fab1a1b-7aad-407c-a930-dd24f03cf3ee,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_3311,811300,many-to-one correspondence,075c4603-cf21-4d49-8923-4a279bbc106b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3312,811300,many-to-one correspondence,38f97d3c-c4f9-48b6-afa8-2dd89080cd52,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3313,811200,many-to-one correspondence,abd44096-47aa-41f7-bcad-a0ee5158d4c2,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3314,811300,many-to-one correspondence,4b718546-f497-47af-889f-e8a09fb0b359,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3319,811300,many-to-one correspondence,cc540295-f4d3-42d5-9720-7e3ddb2ecd3c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3320,233230,many-to-one correspondence,d14c4b5b-bcc5-46b2-9519-9fa1fb437dd5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_351,221100,many-to-one correspondence,38e4ade3-b615-437f-b9ca-011066165045,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_3510,221100,many-to-many correspondence,ab2f56c7-b61c-4a27-b70f-32753ee3346f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_3510,S00101,one-to-many correspondence,bd1d3cdb-6386-44c3-880c-930032a4136e,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_3510,S00202,one-to-many correspondence,b2c189a8-9214-4dc4-8f3c-5f6d722a78c4,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_GASD,221200,many-to-one correspondence,c05f8f0f-b0eb-4c17-abd4-76cfd518067e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_MGWG,221200,many-to-one correspondence,5670995a-d6df-4d9d-8158-4cb5725e399f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_MBIO,325120,many-to-one correspondence,710b4ef0-cd3a-4c52-85e4-609a74c68351,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_BIO,325120,many-to-one correspondence,38be2500-9691-471a-b0da-265bf316b84c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_Nat_Heat,221300,many-to-one correspondence,8293d05d-6c33-47ad-bc2e-244a418abc55,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_HWAT,221300,many-to-one correspondence,3a7d7cab-3d9e-4ae5-a05d-2f248dd93cb6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4100,233210,many-to-many correspondence,db3f2185-ca54-4746-8023-48a734468caa,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4100,233262,many-to-many correspondence,44d84f59-f1ff-42d1-96fe-dbb528606500,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4100,2332A0,many-to-many correspondence,30b7aeb7-3e18-44a9-9a51-5cf4903ea957,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4100,233230,many-to-many correspondence,e3786f70-f77b-44a8-a667-58af1a9d4f5f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4100,2332D0,many-to-many correspondence,73998c28-3c03-4844-8f35-734114e2fbe0,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4100,233411,many-to-many correspondence,df313b39-d332-4dde-b940-686b47e3798a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4100,233412,many-to-many correspondence,cd6e6642-cebc-4931-99b5-99b82f20ce94,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4100,2334A0,many-to-many correspondence,93eb7978-fdb3-4d34-b8de-23a05bdeb734,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4100,230301,many-to-many correspondence,35330993-9e76-4d05-a7c7-e8f5aa9d34f2,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4100,230302,one-to-many correspondence,1fa6dc2e-f78c-42ef-913a-34c7565d54a3,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_4210,2332C0,many-to-many correspondence,40d776fb-f7c9-4ee2-a8df-2eb7f74c9165,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4210,230301,many-to-many correspondence,78864b5a-bc8a-4f7e-862d-8e86a4b17f67,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4220,233240,one-to-many correspondence,91b16894-115d-473c-b78c-b7c218344d4d,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_4220,230301,many-to-many correspondence,f127e85a-f2e1-4eb0-9334-65931923e6f6,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4290,2332C0,many-to-many correspondence,40fe6702-a21d-4e72-94fc-7404dcf2c64d,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4290,2332D0,many-to-many correspondence,8c70f4ac-39f3-4810-8030-f6054a5a0e52,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4290,230301,many-to-many correspondence,ebd8ce40-3b74-422b-aefd-742b7f6801ad,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,233210,many-to-many correspondence,6cc273aa-297c-4802-a6fd-569290319075,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,233262,many-to-many correspondence,2a5c6b33-9aba-4a55-bb9c-ea5aa3d14e2d,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,2332A0,many-to-many correspondence,52e36073-e965-4410-8b90-0ec86e5aea93,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,233230,many-to-many correspondence,9799a2c5-18af-42ba-b3d9-8827af8ef143,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,2332D0,many-to-many correspondence,85829b42-53fd-41f6-81c5-0fd64a064e53,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,233411,many-to-many correspondence,ad1da6ad-f99c-422e-a1fa-476b05492732,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,233412,many-to-many correspondence,8e77fbf5-bd41-47bf-8941-d3903a32b62d,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,2334A0,many-to-many correspondence,fe919c8c-272d-493d-88e8-46a1f6099f2c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,2332C0,many-to-many correspondence,ccc4dbcf-415a-4b98-829a-fb1c8a3a2355,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_43,2332D0,many-to-many correspondence,b3b7275c-e08d-4b53-a3e2-ae746ae09890,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4510,423100,many-to-many correspondence,88ebc24c-de4e-4ed3-a993-fb12c179a5cb,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4510,441000,many-to-many correspondence,8199eae5-c33f-4946-968f-916ce0be6e5d,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4520,811100,many-to-one correspondence,f2f27278-b2be-4110-8fa2-c49836134af4,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4530,423100,many-to-many correspondence,fdb33be2-94c4-473e-9a37-22662bbb4f47,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4530,441000,many-to-many correspondence,f96531f4-0367-4144-afb5-741b83df502b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4540,423100,many-to-many correspondence,1276d1c9-f42f-491c-95d4-30b521acd0cf,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4540,441000,many-to-many correspondence,7be06375-c741-499c-9974-f3c19e52b99a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4540,811100,many-to-many correspondence,92c03bfb-e323-42c0-9bf8-2ea6b7624f83,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4610,425000,many-to-one correspondence,f4d03d10-8edf-4904-ba20-8313659c9b10,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4620,424A00,one-to-one correspondence,0e26bf9b-f289-4b4b-ba10-1eca30bf4262,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_4630,424400,one-to-one correspondence,8673a4e8-fa98-4fe4-b66d-7c8b993e4810,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_4641,423A00,many-to-one correspondence,8e069dc8-14ef-496d-bc69-b4121d4118fc,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4649,423A00,many-to-many correspondence,3443e796-b0ef-4cf2-a40e-74eed8df295a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4649,424200,one-to-many correspondence,c3345161-41d0-491f-b13a-d43ba2b389bd,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_4651,423600,many-to-one correspondence,7475c1c4-4db2-4867-8202-f8d86f0445b8,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4652,423600,many-to-one correspondence,925f2201-0252-4bca-885d-923079366b25,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4653,423800,many-to-one correspondence,b088df47-387e-45fe-af42-b8393012f6e4,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4659,423800,many-to-one correspondence,21ca6b61-668a-4d64-b981-ccd7541d6923,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4661,424700,one-to-one correspondence,c2c67d2b-0d99-4265-ae5e-3ecb5eeed67e,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
