flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri,prefixed_id
N77,fi_73390,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5c11092b-cdb8-4104-b25e-a0fab7ca4583
N77,fi_83960,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,32520593-55ff-4b21-8963-784778adb0bc
N78,fi_851,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ca9e047a-2019-4d4e-b41a-eb449dc13f5f
N79,fi_855,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,422c13f0-3430-402f-a803-5e5e458fa72f
N80_82,fi_8521,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ce1e396a-7984-4306-b3c6-6de0a3f18d38
N80_82,fi_85230,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b70005ca-5cc9-41e9-b6c0-e0b5f1ef3d28
N80_82,fi_85240,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,40e40edc-09d2-4fa2-9c6f-d59fa60580f0
N80_82,fi_85250,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,85c77ae7-2857-4029-9331-2f853d11e92d
N80_82,fi_85290,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1f72826e-c883-4efb-84e9-045c3e926cdc
N80_82,fi_85310,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2e032bdb-0531-4b19-861b-9cd8032e1a78
N80_82,fi_85320,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,77784e87-98c2-4b89-8017-8366cdc450b9
N80_82,fi_85330,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8ecda3e8-715d-49c8-9204-8bb878809756
N80_82,fi_85340,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b96c3faa-21ea-48e7-a8f9-36c4bac4045a
N80_82,fi_854,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,68a65b10-1cbf-418a-8824-12dfe310bf4b
N80_82,fi_85910,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,96e4d098-8a52-4e6a-9c7c-433f45417968
N80_82,fi_85920,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,03cfd093-1bce-4b74-8e5a-464351cff1e1
N80_82,fi_8593,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,932d048a-b13f-41a2-a3fe-9b85f7ff308a
N80_82,fi_8594,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a6935cbd-8087-4203-8e9a-8865b52414b8
N80_82,fi_8595,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,71dc1772-7260-4a72-91bc-bdb91e4a3cbc
N80_82,fi_8596,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e38760e6-7693-4896-9ff0-194cabc80169
N80_82,fi_8597,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,66130292-4206-4ff0-8eca-b690b6eb23c4
N80_82,fi_85999,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c3afb77b-557e-4092-a0c3-2ed54bb20d9a
N80_82,fi_94510,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d0d9ba85-0c88-49b2-8de2-fc5028d8a653
N80_82,fi_94590,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6141d839-0e1e-4f9a-9821-f435be03474a
O,C_PADF,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,9ee4994a-7f0f-4597-85f2-bf329ca46eab
O84,C_PADF,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,1062a9df-b795-42fc-92a0-55bf210b66b5
P,C_EDUC,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,c65995d5-6be7-453e-9d7a-c12798c23df8
P85,C_EDUC,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bee0fff4-d70a-4d26-be90-f27c7e5f70d2
Q,C_HEAL,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,524d58bd-7b76-413e-8a29-66e2922f3ff7
Q86,fi_931,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d8c3db59-4d43-45de-b6c0-3b0bbaa27f05
Q87_88,fi_932,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,924818be-03b6-4048-9129-7d38ab3b822f
Q87_88,fi_933,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,c631c5cb-93a2-4c79-b9f0-f483af3c0241
Q87_88,fi_934,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,aa9d2d0b-d2f5-44ef-b88c-70a06407ce8b
Q87_88,fi_935,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,c0cf068d-fd37-4f0f-a603-3961782ebc82
Q87,fi_932,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,fc8c31bf-3442-4f09-a835-b66cf65c4a6c
Q87,fi_933,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,ea29f016-4ec1-46f8-95c1-71644e43844f
Q88,fi_934,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f74e28dd-e572-44ee-a953-47fd800f1643
Q88,fi_935,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f076a53f-1c7a-4ebd-b9b3-c7c668e0591a
R,fi_3896,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,1126adb4-5dcb-4ed2-bb8c-f3ac3d32d697
R,fi_845,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,bf9e3f8e-fcb2-42cb-9423-6fe3e4d957a6
R,fi_962,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,42ff189e-1964-4640-9c4d-6009e9fb7a4a
R,fi_963,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f593fce7-19cd-4a93-9f9a-44f6b36dceea
R,fi_964,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,6ba74f6f-f23c-451f-afdf-f334bbd2a295
R,fi_965,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,95fafddc-c915-4569-a531-d33e3f8e69ed
R,fi_966,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,b4e8aca7-52e4-4036-a5ba-37dffce1041f
R,fi_969,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a4fd8813-3667-4524-a966-6af6ba2e5a8d
R,fi_9723,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0068dbdc-d240-4315-bc1e-2461ab10a243
R90_92,fi_3896,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,b5a03a0d-5a3e-400a-9e29-e12aa837fd58
R90_92,fi_845,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,e6d19dac-c5be-459f-af8e-b122e0a87abc
R90_92,fi_962,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,6d239de0-4fc1-4ea7-9cfe-4c4fc9806b0d
R90_92,fi_963,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,62725c87-8207-4782-bb7f-5da750103248
R90_92,fi_964,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f011e69c-7b5f-4bc1-ad50-b7867e444d8b
R90_92,fi_9692,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,cc3ab5f0-4fbc-4458-8c78-723d3477fef2
R93,fi_965,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,94d91b3e-0fa2-47f7-82e0-f1adbf6c2e35
R93,fi_966,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,ad1e3df6-7600-4eb2-8207-2f72a87b8a85
R93,fi_9691,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,af7ed816-eaa0-414b-8eff-12ade7a033eb
R93,fi_9699,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8a85f3dc-f9ff-4c22-b0c2-b7c132487ee4
R93,fi_97230,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c153ddaf-3de5-40ac-9f67-f90252263456
S,C_ORGA,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,b4f52987-0a47-410e-8d4a-9bed1d4a3de3
S,C_OSER,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,15056ad1-3f56-4b83-a0c5-d80e22c78b29
S,fi_38971,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,72306d19-65e9-48ea-956e-87e11fe1bf26
S,fi_86129,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f95d4035-3d88-4e81-98bc-744086932972
S,fi_8713,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,4cef4e96-782a-4212-a667-ae246caa285a
S,fi_87151,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,7308acf2-8bb8-4b00-8dfc-d4f08f2f5357
S,fi_87153,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,b0121d5a-c16e-41e9-84cf-1337cec48b8e
S,fi_87155,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,fb63579a-641a-4074-9624-96794c66c509
S,fi_8721,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,404dc1e3-9c40-4a9f-ae77-446ca44ce77f
S,fi_8722,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,d987715f-f630-48e7-8e01-fd2925ccb9cb
S,fi_8723,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,676b5395-23a0-4b4e-8e1f-41215cb85ae8
S,fi_8724,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,9a24a10c-4f1a-4177-bdb1-970648e34241
S,fi_8729,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,61d50d76-00ce-42c4-ad51-0b0d5e05c1d1
S94,C_ORGA,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,f0f19608-e30b-4f2e-b5d2-2de175e56aad
S95,fi_8713,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,7d55fd5a-3b5e-428b-ab9e-4e96a224eb55
S95,fi_87151,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,44c08ddf-4531-48a5-bf2f-3635a6374af2
S95,fi_87153,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,90686bd0-46b0-4abe-9ee3-a6b4da1dc5ea
S95,fi_87155,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,49e5ecd8-2167-45f8-88b3-c32ee69749b1
S95,fi_8721,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,0d92f87f-e5e2-4bd1-bba1-9458ea743a0e
S95,fi_8722,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,8fe24cd9-a53f-4d3c-87d4-6d5f63c1a7ce
S95,fi_8723,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,45602ae9-fbd2-4791-99cf-ab510daec3a9
S95,fi_8724,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,ee18f8f0-6803-4fc3-9fb4-6eeb8e356d3b
S95,fi_8729,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,717a8d76-a47e-47d5-9be3-e452f483aa92
S96,C_OSER,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,3d48255b-b9bd-48be-a83b-1face66c3a62
S96,fi_38971,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,9527c5ce-aec4-438b-a986-3f4a823c1ac3
S96,fi_86129,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,7b59d227-b5ad-41b7-a51f-136a0840707f
T,fi_98,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8a741302-77ff-4898-8b08-8439f1e39064
T97,C_PRHH,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,c98a0232-e3af-4990-b62f-89dc252cd1ce
U,fi_99,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,d213735f-09b8-45fe-bb6c-e8bc389333c6
U99,fi_99,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,e4c696b3-5761-4709-82e9-63b6c34ff887
TOTAL,fi,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,0949e5be-8dbe-4e02-907a-ad01df4ca990
D.1,fec_D1,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ed0c44a1-394d-4289-93ab-e94ee420045f
D.21,T_TLSA,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d98d42e2-e246-4f23-b124-09922db31d5f
D.29-D.39,fec_OTLS,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,cf2623e5-e017-48a2-a5c1-0f3bb8449248
D.29,V_ONTP,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,5b04f367-9eaf-4df0-814b-e9949d58b692
D.39,fec_D39,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,27ba5aba-111f-4716-ae2b-1f43cbd6e37b
DP7A,fec_P7ADJ,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,5a62b962-ab24-4e38-9035-516cc5d36e1c
P.1,fi,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,538f1194-291c-4b37-81c9-3b1867f49f33
P.2,fi,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,bb70517e-7ead-40d3-997e-4a4dd5a09809
P.33,fec_P33,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,29587e89-2f39-493c-beff-3adc5a8bbabb
P.34,fec_P34,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3857bd09-d7cf-4aaf-982f-5de66356048e
P.51c,V_COFC,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,546bdd4b-7355-4ac9-b979-6a6a9e896f3a
